episode_title_id,show_title_id,season_number,episode_number
tt0998180,tt0115147,3,117
tt0998184,tt0115147,3,121
tt0998188,tt0115147,3,125
tt0998191,tt0115147,12,41
tt0998192,tt0115147,12,42
tt0998193,tt0115147,12,43
tt0998203,tt0058796,1,8255
tt0998204,tt0058796,1,8256
tt0998207,tt0058796,1,8313
tt0998209,tt0058796,1,8690
tt0998210,tt0058796,1,8785
tt0998213,tt0058796,1,8829
tt0998214,tt0058796,1,8832
tt0998217,tt0058796,1,9447
tt0998218,tt0058796,1,9457
tt0998219,tt0058796,1,9459
tt0998220,tt0058796,1,9461
tt0998221,tt0058796,1,9504
tt0998222,tt0058796,1,9546
tt0998304,tt0088512,1,93
tt0998646,tt0106053,,
tt0998829,tt0388629,1,148
tt0998882,tt0145628,1,40
tt0998884,tt0145628,1,46
tt0998888,tt0145628,1,39
tt0998930,tt0496343,1,9
tt0999307,tt0239195,14,10
tt10001184,tt1586680,10,12
tt10004148,tt0364845,16,22
tt10004154,tt0364845,16,23
tt10004158,tt0364845,16,24
tt10004348,tt5536400,3,10
tt10005636,tt4834232,12,12
tt1000903,tt0115147,3,45
tt1000904,tt0115147,3,52
tt1000910,tt0115147,4,17
tt1000911,tt0115147,4,25
tt1000915,tt0115147,4,76
tt1000916,tt0115147,4,121
tt1001101,tt0063951,1,2
tt1001103,tt0063951,1,4
tt1001109,tt0063951,35,4
tt10011384,tt2261391,7,20
tt10011390,tt2261391,7,21
tt10011532,tt0058796,1,13579
tt10011536,tt0058796,1,13580
tt10011538,tt0058796,1,13581
tt10011548,tt0058796,1,13584
tt10011554,tt0058796,1,13586
tt10011560,tt0058796,1,13588
tt10011572,tt0058796,1,13591
tt10014458,tt7255502,2,3
tt10016286,tt0088512,,
tt10016290,tt0088512,,
tt10016324,tt0088512,,
tt10016334,tt0088512,,
tt10016864,tt0115147,24,75
tt10016872,tt0115147,24,77
tt10016878,tt0115147,24,78
tt1001706,tt0247082,7,23
tt1001863,tt0238784,7,20
tt1001952,tt0131179,8,21
tt1002011,tt0063951,17,1
tt10021208,tt7255502,2,7
tt10021218,tt7255502,2,8
tt10021584,tt0924651,24,21
tt10022442,tt1991410,8,7
tt10022444,tt1991410,8,6
tt10022446,tt1991410,8,8
tt10022448,tt1991410,8,9
tt10023374,tt2560140,3,18
tt10023452,tt2560140,3,19
tt10023568,tt0072562,44,17
tt1002551,tt0489598,3,2
tt1002552,tt0489598,3,3
tt1002554,tt0489598,3,5
tt10025686,tt1795096,4,1
tt1002793,tt0313038,10,2
tt1002798,tt0313038,10,7
tt10028000,tt0350448,17,7
tt1002815,tt0758737,2,1
tt1002817,tt0758737,2,11
tt1002820,tt0758737,2,14
tt1002822,tt0758737,2,16
tt1002826,tt0758737,2,2
tt1002929,tt0805669,2,10
tt1002933,tt0805669,2,14
tt1002936,tt0805669,2,17
tt1002937,tt0805669,2,18
tt1002939,tt0805669,2,2
tt1002943,tt0805669,2,3
tt1002944,tt0805669,2,4
tt1002946,tt0805669,2,6
tt10030558,tt1795096,4,7
tt10030580,tt1795096,4,9
tt10031882,tt3444938,6,118
tt10031884,tt3444938,6,119
tt10031888,tt3444938,6,121
tt10031926,tt3513388,6,88
tt10031932,tt3513388,6,91
tt1003223,tt0115108,3,3
tt10032394,tt0770762,,
tt10032876,tt1820166,13,20
tt10032954,tt1820166,13,22
tt10033746,tt0063951,27,25
tt10034602,tt2560140,3,20
tt10035502,tt0063951,27,5
tt10035934,tt0063951,26,117
tt1003595,tt0115083,11,20
tt1003867,tt0758737,1,21
tt1003874,tt0247082,7,24
tt1004129,tt0101076,1,7
tt1004130,tt0101076,1,30
tt1004132,tt0101076,1,42
tt1004190,tt0088512,,
tt1004209,tt0379623,,
tt10043404,tt4834232,12,13
tt1004667,tt0106052,14,123
tt1004670,tt0106053,,
tt1004672,tt0106053,14,122
tt1004673,tt0106053,,
tt1004675,tt0106053,,
tt1004868,tt0131179,9,3
tt1005560,tt0388629,1,157
tt1005561,tt0388629,1,162
tt1005562,tt0388629,1,156
tt1005566,tt0388629,1,155
tt1005567,tt0388629,1,159
tt1005568,tt0388629,1,167
tt1005601,tt0145628,1,98
tt1005604,tt0145628,1,120
tt10057368,tt0088512,,
tt10057388,tt0123366,22,129
tt10057392,tt0123366,22,142
tt10057414,tt0088512,,
tt10057470,tt0088512,,
tt1005884,tt0072562,32,17
tt1006012,tt0239195,14,11
tt1006015,tt0239195,14,14
tt10061292,tt0115147,24,85
tt10062644,tt0088491,2,1
tt10062646,tt0088491,2,2
tt1006294,tt0123366,,
tt10064968,tt2560140,3,22
tt10069042,tt3444938,6,122
tt10069132,tt0379623,16,133
tt10069138,tt0379623,16,135
tt10069362,tt0401747,17,3
tt10071354,tt1820166,13,24
tt10071366,tt1820166,13,25
tt10071376,tt1820166,13,27
tt10071890,tt0401747,17,4
tt1007250,tt0088512,,
tt1007414,tt0118379,4,9
tt1007423,tt0364828,5,13
tt1007426,tt0364828,5,2
tt1007430,tt0364828,5,3
tt1007431,tt0364828,5,4
tt1007433,tt0364828,5,10
tt1007443,tt0106052,14,127
tt1007444,tt0106052,14,128
tt1007446,tt0106052,14,130
tt1008086,tt0364782,6,12
tt1008150,tt0313043,5,24
tt1008167,tt0115147,12,47
tt1008168,tt0115147,12,48
tt1008170,tt0115147,12,49
tt1008171,tt0115147,12,50
tt1008182,tt0088512,,
tt1008278,tt0491603,2,2
tt1008279,tt0491603,2,16
tt1008280,tt0491603,2,4
tt1008445,tt0388629,1,181
tt1008473,tt0145628,1,161
tt1008585,tt0805669,1,22
tt1008586,tt0805669,1,20
tt1008753,tt0388629,1,175
tt1008755,tt0388629,1,189
tt1008756,tt0388629,1,170
tt1008758,tt0388629,1,188
tt1008759,tt0388629,1,187
tt1008760,tt0388629,1,178
tt1008762,tt0388629,1,194
tt1008764,tt0388629,1,184
tt1008766,tt0388629,1,195
tt1008767,tt0388629,1,172
tt1008768,tt0388629,1,193
tt1008769,tt0388629,1,173
tt1008770,tt0388629,1,192
tt1008771,tt0388629,1,179
tt1008772,tt0388629,1,174
tt1008774,tt0388629,1,177
tt10091078,tt0058796,1,5671
tt1009428,tt0115147,4,41
tt1009464,tt0088512,1,101
tt1009468,tt0088512,1,97
tt1009471,tt0088512,,
tt10096008,tt8295472,2,1
tt10096024,tt8295472,2,5
tt10096030,tt8295472,2,9
tt10096048,tt0106053,12,48
tt1009614,tt0238784,7,21
tt1009624,tt0924651,1,7
tt10096624,tt0115147,24,88
tt1009815,tt0145628,2,22
tt10098296,tt0058796,1,13595
tt10098302,tt0058796,1,13598
tt10098308,tt0058796,1,13599
tt10098314,tt0058796,1,13601
tt10098316,tt0058796,1,13602
tt10098326,tt0058796,1,13605
tt10098328,tt0058796,1,13606
tt10098330,tt0058796,1,13607
tt10098626,tt0058796,1,13611
tt10098630,tt0058796,1,13612
tt10098642,tt0058796,1,13618
tt10100190,tt0123366,22,135
tt10100202,tt0123366,22,138
tt10100208,tt0123366,22,148
tt10100938,tt0203259,21,1
tt10101058,tt1378167,10,23
tt1010186,tt0388629,1,202
tt1010187,tt0388629,1,196
tt1010188,tt0388629,1,200
tt1010189,tt0388629,1,204
tt1010191,tt0388629,1,206
tt1010196,tt0388629,1,198
tt10102426,tt1820166,13,28
tt10105042,tt3444938,6,125
tt10105086,tt3513388,6,93
tt10105088,tt3513388,6,94
tt10105198,tt1528406,8,28
tt10105204,tt1528406,8,31
tt10105216,tt1528406,8,35
tt10106436,tt5853176,3,8
tt10106440,tt5853176,3,10
tt1010688,tt0364782,6,13
tt1011370,tt0379623,,
tt1011371,tt0379623,,
tt1011503,tt0489598,2,12
tt1011805,tt0388629,1,210
tt1011808,tt0388629,1,211
tt1011852,tt0145628,1,84
tt1011853,tt0145628,1,59
tt1011857,tt0145628,1,147
tt10118710,tt0401747,17,8
tt10118740,tt0401747,17,9
tt10121188,tt1353056,11,7
tt10121192,tt1353056,11,8
tt10121198,tt1353056,11,9
tt10126766,tt1635327,,
tt10127432,tt0088512,,
tt10127618,tt0088512,,
tt1012904,tt0115083,11,21
tt1012976,tt0058796,1,10557
tt1012986,tt0088512,,
tt1012991,tt0379623,,
tt1013133,tt0106052,14,131
tt10137216,tt0058796,1,5138
tt10137472,tt0058796,1,5139
tt10139738,tt3444938,6,130
tt10139758,tt3513388,6,98
tt10139760,tt3513388,6,99
tt1014046,tt0758790,2,3
tt1014047,tt0758790,2,4
tt1014050,tt0758790,2,7
tt10140790,tt0063951,23,74
tt1014247,tt0088512,,
tt1014624,tt0142055,1,306
tt1014932,tt0088512,,
tt1015024,tt0106052,14,126
tt10150922,tt6160506,2,4
tt10150952,tt6160506,2,7
tt10151238,tt4834232,12,15
tt1015285,tt0131179,9,13
tt1015286,tt0131179,9,14
tt1015288,tt0131179,9,18
tt1015289,tt0131179,9,10
tt1015290,tt0131179,9,11
tt1015291,tt0131179,9,15
tt1015293,tt0131179,9,20
tt1015295,tt0131179,10,1
tt1015297,tt0131179,9,17
tt1015435,tt0203259,9,13
tt1015436,tt0203259,9,14
tt1015437,tt0203259,9,15
tt1015440,tt0203259,9,18
tt1015441,tt0203259,9,19
tt1015442,tt0203259,9,2
tt1015446,tt0203259,9,3
tt1015449,tt0203259,9,6
tt1015627,tt0058796,1,10533
tt1015645,tt0088512,1,103
tt10157364,tt7016936,3,1
tt1015752,tt0131179,9,24
tt1015754,tt0131179,9,26
tt1015756,tt0131179,9,28
tt1015758,tt0131179,10,2
tt1015833,tt0388629,1,218
tt1015836,tt0388629,1,221
tt1015838,tt0388629,1,220
tt10159798,tt0123366,22,144
tt10159804,tt0123366,22,145
tt10159806,tt0123366,22,146
tt10159810,tt0123366,22,151
tt10159814,tt0123366,22,152
tt10159816,tt0123366,22,165
tt1016097,tt0976014,1,3
tt1016099,tt0976014,1,5
tt1016100,tt0976014,1,6
tt1016102,tt0976014,1,8
tt10162616,tt0088512,,
tt10162620,tt0088512,,
tt10162756,tt1635327,12,16
tt10162766,tt1635327,12,20
tt10163104,tt0379623,16,146
tt10163108,tt0379623,16,137
tt10163112,tt0379623,16,139
tt1016583,tt0758737,1,23
tt1016637,tt0458254,3,55
tt1016638,tt0458254,3,56
tt1016641,tt0458254,3,60
tt1016655,tt0115147,6,107
tt1016662,tt0115147,12,58
tt1016679,tt0088512,,
tt1016682,tt0379623,,
tt1016684,tt0379623,,
tt1016888,tt0106052,14,132
tt1016889,tt0106052,14,133
tt1016890,tt0106052,14,134
tt1016891,tt0106052,14,135
tt1016893,tt0106053,,
tt1016896,tt0106053,,
tt1016898,tt0106053,,
tt1016899,tt0106053,,
tt1016954,tt0131179,10,7
tt1016956,tt0131179,10,4
tt1016958,tt0131179,10,12
tt1016959,tt0131179,10,5
tt1016960,tt0131179,10,8
tt1016961,tt0131179,10,9
tt10171436,tt0115147,24,99
tt1017179,tt0388629,1,228
tt1017187,tt0388629,1,223
tt10172332,tt1820166,13,33
tt1017346,tt0123366,,
tt1017348,tt0123366,,
tt1017352,tt0123366,,
tt1017499,tt0108684,3,4
tt1017502,tt0108684,3,1
tt1017507,tt0108684,2,7
tt1017510,tt0108684,1,12
tt10175350,tt0058796,1,5167
tt1017542,tt0364782,6,14
tt10175942,tt0058796,1,5181
tt10176026,tt0058796,1,5189
tt1017648,tt0108684,2,5
tt10176558,tt0058796,1,5190
tt1017655,tt0108684,2,4
tt1017656,tt0108684,3,11
tt10176580,tt3444938,6,136
tt10176582,tt3444938,6,137
tt1017661,tt0108684,4,5
tt10176646,tt3513388,6,100
tt10176648,tt3513388,6,101
tt10176650,tt3513388,6,102
tt10176652,tt3513388,6,103
tt1017667,tt0108684,2,1
tt1017672,tt0108684,1,1
tt10176752,tt0058796,1,5225
tt10176816,tt0058796,1,5244
tt10177012,tt0058796,1,5254
tt10177036,tt0058796,1,5257
tt1017766,tt0460649,2,22
tt10178850,tt0058796,1,5260
tt10179158,tt0058796,1,5293
tt10179186,tt0058796,1,5309
tt10179312,tt0058796,1,5319
tt10180876,tt0388629,1,880
tt10180972,tt0058796,1,5369
tt10181420,tt0058796,1,6740
tt10181432,tt0058796,1,6743
tt10182184,tt0058796,1,6753
tt1018289,tt0088512,,
tt1018290,tt0088512,,
tt1018291,tt0088512,,
tt1018292,tt0088512,,
tt1018296,tt0088512,,
tt1018298,tt0088512,,
tt1018301,tt0088512,,
tt1018303,tt0088512,,
tt1018305,tt0088512,,
tt1018307,tt0088512,,
tt1018309,tt0088512,,
tt1018318,tt0088512,,
tt1018319,tt0088512,,
tt1018320,tt0088512,,
tt1018321,tt0088512,,
tt1018322,tt0088512,,
tt1018324,tt0088512,,
tt1018329,tt0088512,,
tt1018331,tt0088512,,
tt1018333,tt0088512,,
tt1018339,tt0088512,,
tt1018342,tt0088512,,
tt1018345,tt0088512,,
tt1018346,tt0088512,,
tt1018347,tt0088512,,
tt1018350,tt0088512,,
tt1018353,tt0088512,,
tt1018355,tt0088512,,
tt1018357,tt0088512,,
tt1018364,tt0088512,,
tt1018367,tt0088512,,
tt1018373,tt0088512,1,2892
tt1018377,tt0088512,,
tt1018382,tt0088512,,
tt1018383,tt0088512,,
tt1018386,tt0088512,,
tt1018392,tt0088512,,
tt1018393,tt0088512,,
tt1018395,tt0088512,,
tt1018397,tt0088512,,
tt1018401,tt0088512,,
tt1018402,tt0088512,,
tt1018403,tt0088512,,
tt1018406,tt0088512,,
tt1018407,tt0088512,,
tt1018530,tt0131179,11,4
tt1018531,tt0131179,11,5
tt10187856,tt4834232,13,1
tt10188416,tt4202274,,
tt1019047,tt0088512,,
tt1019215,tt0063951,1,10
tt1019216,tt0063951,1,11
tt1019217,tt0063951,1,9
tt10192838,tt4202274,,
tt10192920,tt4202274,,
tt10192924,tt4202274,,
tt10193060,tt4202274,,
tt10195708,tt0088512,,
tt10195728,tt0088512,,
tt1019596,tt0088512,,
tt1019685,tt0131179,11,16
tt1019689,tt0131179,11,20
tt10198220,tt4202274,,
tt10198236,tt4202274,,
tt10198242,tt4202274,,
tt10198250,tt4202274,,
tt10198258,tt4202274,,
tt10198298,tt0058796,1,6761
tt1019852,tt0123366,,
tt1019853,tt0123366,,
tt1020139,tt0115147,12,61
tt1020141,tt0058796,1,10325
tt1020142,tt0058796,1,10408
tt1020143,tt0058796,1,10409
tt10203326,tt0379623,16,141
tt10203332,tt0379623,16,143
tt10203334,tt0379623,16,144
tt10205272,tt0115147,24,95
tt10205274,tt0115147,24,96
tt10205284,tt0115147,24,97
tt10205286,tt0115147,24,98
tt1020695,tt0131179,11,22
tt1020696,tt0131179,11,23
tt10209418,tt0058796,1,6768
tt10209544,tt0058796,1,6773
tt10209722,tt0058796,1,6774
tt10211546,tt0058796,1,6776
tt10212376,tt3444938,6,140
tt10212382,tt3444938,6,141
tt10212384,tt3444938,6,142
tt10213386,tt0072562,44,21
tt10213432,tt0924651,25,5
tt10214408,tt1820166,13,35
tt10215494,tt0058796,1,6791
tt10216030,tt0058796,1,6802
tt1021669,tt1018501,1,1
tt1021670,tt1018501,1,2
tt1021680,tt0106052,14,145
tt1021682,tt0106052,14,147
tt10217546,tt0058796,1,6807
tt1021768,tt0131179,11,27
tt1021769,tt0131179,11,28
tt1021774,tt0131179,11,32
tt1021775,tt0131179,11,33
tt1021874,tt0388629,1,234
tt1022152,tt0123366,,
tt1022153,tt0123366,,
tt1022352,tt0313043,5,22
tt1022845,tt0321021,5,23
tt1022969,tt0131179,12,5
tt1022971,tt0131179,12,3
tt10230142,tt0058796,1,13619
tt10230156,tt0058796,1,13622
tt10230158,tt0058796,1,13623
tt10233432,tt0088512,,
tt10233438,tt0088512,,
tt1023387,tt0098844,17,22
tt1023400,tt0131179,12,9
tt1023401,tt0131179,12,6
tt1023403,tt0131179,12,8
tt1023414,tt0377260,5,1
tt1023415,tt0377260,5,10
tt1023420,tt0377260,5,15
tt1023421,tt0377260,5,16
tt1023422,tt0377260,5,2
tt10234314,tt0131179,49,3
tt10234936,tt0058796,1,13634
tt10234946,tt0058796,1,13639
tt10234948,tt0058796,1,13640
tt10234996,tt1991410,8,11
tt10235760,tt0115147,24,100
tt10235762,tt0115147,24,101
tt10235764,tt0115147,24,102
tt1023602,tt0088512,,
tt1023756,tt0437741,4,12
tt1023758,tt0437741,4,14
tt1023759,tt0437741,4,2
tt1023761,tt0437741,4,4
tt1023766,tt0437741,4,9
tt1023854,tt0799922,1,4
tt10241730,tt0388629,1,883
tt1024439,tt0058796,1,10543
tt1024457,tt0387199,3,20
tt1024496,tt0094481,1,4325
tt10245412,tt1820166,13,37
tt10245590,tt0350448,17,10
tt10245592,tt0350448,17,11
tt10247536,tt0058796,1,6829
tt10248012,tt0058796,1,6837
tt10248332,tt5743796,2,2
tt10249190,tt0058796,1,6839
tt10249200,tt0058796,1,6846
tt10249226,tt3444938,6,143
tt10249228,tt3444938,6,144
tt10249240,tt0058796,1,6848
tt10249380,tt0058796,1,6858
tt10249430,tt0058796,1,6867
tt10249512,tt0058796,1,6873
tt10249774,tt0058796,1,6881
tt10249794,tt0058796,1,6883
tt10250372,tt0123366,7,2
tt10250660,tt0437741,17,3
tt10250664,tt0437741,17,5
tt1025076,tt0370194,4,13
tt10250880,tt0058796,1,6885
tt1025331,tt0458254,3,62
tt1025332,tt0458254,3,63
tt1025333,tt0458254,3,64
tt1025336,tt0458254,3,67
tt1025337,tt0458254,3,68
tt1025350,tt0115147,5,94
tt1025352,tt0115147,12,59
tt1025353,tt0115147,12,63
tt1025357,tt0115147,12,67
tt1025358,tt0115147,12,68
tt10253602,tt0058796,1,6212
tt1025371,tt0058796,1,10548
tt1025372,tt0058796,1,10550
tt1025374,tt0058796,1,10578
tt1025375,tt0058796,1,10579
tt1025401,tt0088512,,
tt1025405,tt0379623,,
tt1025411,tt0379623,,
tt1025413,tt0379623,,
tt10254232,tt0058796,1,6214
tt10254316,tt0058796,1,6225
tt10254460,tt0058796,1,6232
tt1025545,tt0924651,1,10
tt10258014,tt0123366,22,154
tt10258020,tt0123366,22,167
tt1025806,tt0106053,,
tt1025808,tt0106053,,
tt1025812,tt0106053,,
tt1025813,tt0106053,,
tt1025921,tt0131179,15,1
tt1025922,tt0131179,12,13
tt1025923,tt0131179,12,14
tt1026051,tt0388629,1,241
tt1026053,tt0388629,1,244
tt10260662,tt0094481,1,7091
tt10263284,tt0058796,,
tt1026408,tt0123366,,
tt1026412,tt0123366,,
tt10269932,tt0088512,,
tt10269934,tt0088512,,
tt10274410,tt3468798,4,2
tt10274412,tt3468798,4,3
tt1027638,tt0799922,1,16
tt1027639,tt0799922,1,2
tt10278508,tt1353056,11,11
tt10278512,tt1353056,11,12
tt10278516,tt1353056,11,13
tt10279600,tt0123366,22,158
tt10279604,tt0123366,22,159
tt10279642,tt0379623,16,164
tt10279648,tt0379623,16,152
tt10279650,tt0379623,16,154
tt10279652,tt0379623,16,155
tt1028194,tt0088512,,
tt10283230,tt3444938,6,148
tt10283238,tt3444938,6,151
tt10283266,tt3513388,6,111
tt1028389,tt0386676,3,22
tt1028422,tt0496343,2,4
tt1028425,tt0496343,2,7
tt10285074,tt1064899,4,4
tt10285084,tt1064899,4,6
tt10285090,tt1064899,4,7
tt1028685,tt0088512,,
tt10287124,tt1820166,13,39
tt10288172,tt0924651,25,6
tt10293668,tt7221388,3,4
tt10293682,tt7221388,3,8
tt10293684,tt7221388,3,10
tt1029758,tt0058796,1,10558
tt1029759,tt0058796,1,10561
tt1029761,tt0058796,1,10566
tt1029767,tt0058796,1,5232
tt1029768,tt0058796,1,6945
tt1029769,tt0058796,1,7004
tt1029770,tt0058796,1,7276
tt1029772,tt0058796,1,7704
tt1029775,tt0058796,1,7957
tt1029776,tt0058796,1,7958
tt1029777,tt0058796,1,7959
tt1029779,tt0058796,1,8083
tt1029780,tt0058796,1,8702
tt1029781,tt0058796,1,8957
tt1029782,tt0058796,1,8958
tt1029785,tt0058796,1,9887
tt1029807,tt0088512,,
tt1029812,tt0088512,,
tt1029837,tt0924651,1,12
tt10298544,tt0058796,1,13656
tt10298562,tt0058796,1,13660
tt10298590,tt0058796,1,13665
tt10299836,tt7908628,2,1
tt1030165,tt0131179,13,22
tt1030168,tt0131179,13,10
tt1030175,tt0131179,12,24
tt1030177,tt0131179,12,18
tt1030178,tt0131179,12,19
tt1030179,tt0131179,13,13
tt1030180,tt0131179,13,8
tt1030182,tt0131179,13,5
tt1030183,tt0131179,13,16
tt1030187,tt0131179,12,20
tt1030188,tt0131179,15,2
tt1030196,tt0131179,13,11
tt1030198,tt0131179,13,18
tt1030200,tt0131179,12,16
tt1030259,tt0388629,1,246
tt1030260,tt0388629,1,248
tt1030261,tt0388629,1,256
tt10302940,tt0088512,,
tt10305984,tt0058796,,
tt10306020,tt0058796,,
tt1030717,tt0123366,,
tt10307948,tt4378376,3,2
tt10307950,tt4378376,3,3
tt10307958,tt4378376,3,5
tt10307974,tt4378376,3,9
tt10307980,tt4378376,3,10
tt10307984,tt4378376,3,12
tt10308522,tt0094481,1,7083
tt10308534,tt0094481,1,7100
tt10308936,tt1820166,13,42
tt10308938,tt1820166,13,43
tt10309252,tt0131179,49,5
tt10309266,tt0131179,49,9
tt10309276,tt0131179,49,11
tt10309278,tt0131179,49,12
tt10312650,tt0123366,22,168
tt10312654,tt0123366,22,160
tt10312658,tt0123366,22,163
tt1031339,tt0758745,2,1
tt1031341,tt0758745,2,11
tt1031342,tt0758745,2,12
tt1031343,tt0758745,2,13
tt10313448,tt0379623,16,166
tt10313452,tt0379623,16,167
tt10313458,tt0379623,16,158
tt1031345,tt0758745,2,3
tt10313460,tt0379623,16,159
tt1031346,tt0758745,2,4
tt10313490,tt5536400,4,1
tt1031349,tt0758745,2,7
tt1031350,tt0758745,2,8
tt1031360,tt0098844,18,1
tt1031365,tt0098844,18,14
tt1031366,tt0098844,18,15
tt1031368,tt0098844,18,17
tt1031376,tt0098844,18,4
tt1031378,tt0098844,18,11
tt1031379,tt0098844,18,12
tt1031415,tt0489606,1,2
tt1031417,tt0489606,1,4
tt1031418,tt0489606,1,5
tt1031450,tt0386676,4,11
tt1031470,tt0386676,4,3
tt1031472,tt0386676,4,4
tt1031475,tt0386676,4,7
tt1031476,tt0386676,4,8
tt10317780,tt3444938,6,154
tt10317794,tt3513388,6,112
tt10317796,tt3513388,6,113
tt10317800,tt3513388,6,114
tt1031824,tt0131179,14,3
tt1031825,tt0131179,14,4
tt10322282,tt2467372,7,2
tt10322284,tt2467372,7,3
tt10322286,tt2467372,7,5
tt10322288,tt2467372,7,6
tt10322294,tt2467372,7,8
tt10322296,tt2467372,7,9
tt10322298,tt2467372,7,10
tt10322766,tt0388629,1,886
tt1032371,tt0058796,1,7462
tt1032372,tt0058796,1,8596
tt1032373,tt0058796,1,8598
tt1032471,tt0106053,13,5
tt10326876,tt0094481,1,7101
tt1033151,tt0058796,1,8706
tt10332352,tt0094481,1,7104
tt1033261,tt0131179,14,10
tt10332624,tt0094481,1,7087
tt1033263,tt0131179,14,7
tt10332642,tt0094481,1,7086
tt1033264,tt0131179,14,8
tt10332658,tt0094481,1,7081
tt10334414,tt1844923,6,1
tt10335124,tt6473344,3,1
tt1033772,tt0458254,3,69
tt1033773,tt0458254,3,70
tt10337752,tt0088512,,
tt1033775,tt0458254,3,72
tt10337782,tt4955642,4,2
tt10337816,tt0094481,1,7088
tt1033788,tt0058796,1,8550
tt1033789,tt0058796,1,8844
tt1033791,tt0058796,1,8850
tt1033793,tt0058796,1,8858
tt1033795,tt0058796,,
tt1033807,tt0088512,,
tt10338180,tt3501074,6,1
tt10338184,tt3501074,6,3
tt10338192,tt3501074,6,7
tt10338194,tt3501074,6,8
tt10338198,tt3501074,6,10
tt1033902,tt0106053,,
tt10339382,tt5421602,3,8
tt1034000,tt0799922,1,7
tt10340034,tt0088512,,
tt10340370,tt0115147,24,107
tt10340374,tt0115147,24,108
tt10340376,tt0115147,24,109
tt10343622,tt0094481,1,7106
tt10343676,tt0094481,1,7089
tt1034759,tt0058796,1,10567
tt1034761,tt0058796,1,10591
tt1034765,tt0058796,1,8952
tt1034769,tt0058796,1,9410
tt1034770,tt0058796,1,9411
tt1034794,tt0088512,,
tt1034801,tt0379623,,
tt1034802,tt0379623,,
tt1034955,tt0106052,14,161
tt10351160,tt0350448,17,17
tt10353030,tt1991410,8,14
tt10353792,tt3444938,6,159
tt10353802,tt3513388,6,116
tt10353804,tt3513388,6,117
tt1035921,tt0934814,1,6
tt1035922,tt0934814,1,7
tt1035924,tt0934814,1,9
tt1035991,tt0058796,1,8959
tt1036062,tt0397442,1,1
tt1036063,tt0397442,1,10
tt1036065,tt0397442,1,12
tt1036066,tt0397442,1,13
tt1036067,tt0397442,1,2
tt1036070,tt0397442,1,5
tt1036072,tt0397442,1,7
tt1036074,tt0397442,1,9
tt1036076,tt0924651,1,15
tt10360952,tt7587890,2,1
tt1036268,tt0388629,1,258
tt1036270,tt0388629,1,261
tt1036271,tt0388629,1,260
tt1036339,tt0955322,1,11
tt1036340,tt0955322,1,12
tt1036341,tt0955322,1,13
tt1036343,tt0955322,1,4
tt1036346,tt0955322,1,6
tt1036348,tt0955322,1,8
tt10370948,tt9337588,1,2
tt10370986,tt9337588,1,4
tt1037346,tt0458254,3,74
tt1037347,tt0458254,3,75
tt1037350,tt0115147,2,100
tt1037358,tt0058796,1,9093
tt1037361,tt0058796,1,9177
tt1037363,tt0058796,1,9179
tt1037364,tt0058796,1,9189
tt1037365,tt0058796,1,9190
tt1037368,tt0058796,1,9254
tt1037369,tt0058796,1,9255
tt10373940,tt0088512,,
tt10374008,tt0088512,,
tt10374130,tt0115147,24,111
tt10374136,tt0115147,24,113
tt1037556,tt0063951,1,12
tt1037558,tt0063951,1,14
tt1037559,tt0063951,1,15
tt10375652,tt0094481,1,7093
tt10378828,tt0094481,1,7113
tt10378840,tt0094481,1,7112
tt10380720,tt7211618,2,1
tt10380730,tt7211618,2,6
tt10380734,tt7211618,2,7
tt10380736,tt7211618,2,8
tt10383478,tt1635327,12,23
tt1038395,tt0058796,1,8159
tt1038399,tt0088512,,
tt1038578,tt0286486,6,9
tt1038930,tt0883772,1,11
tt1038932,tt0883772,1,13
tt1038933,tt0883772,1,14
tt1038934,tt0883772,1,15
tt1039161,tt0115147,12,74
tt1039165,tt0058796,1,10251
tt1039166,tt0058796,1,10601
tt1039185,tt0088512,,
tt1039186,tt0088512,,
tt1039198,tt0379623,4,169
tt10392650,tt0094481,1,7098
tt10392682,tt0094481,1,7107
tt10392702,tt0094481,1,7111
tt1039307,tt0106052,14,154
tt1039311,tt0106053,,
tt10393964,tt6328940,2,2
tt10393968,tt6328940,2,3
tt1039403,tt0898332,1,5
tt10394688,tt0088512,1,409
tt1039515,tt0123366,,
tt1039517,tt0123366,,
tt1039519,tt0123366,,
tt1039520,tt0123366,,
tt10395278,tt0058796,1,6251
tt10395410,tt0058796,1,6253
tt10396392,tt0058796,1,6266
tt1039687,tt0131179,14,20
tt1039688,tt0131179,14,16
tt1039689,tt0131179,14,17
tt1039690,tt0131179,14,18
tt1039693,tt0131179,14,14
tt10397454,tt0058796,1,6298
tt10397522,tt0058796,1,6316
tt10397676,tt0058796,1,6318
tt10397808,tt0437741,17,8
tt10398300,tt0379623,16,180
tt10401732,tt0123366,22,184
tt10401746,tt0123366,22,183
tt10401752,tt0123366,22,170
tt1040477,tt0115147,1,153
tt1040498,tt0088512,,
tt1040592,tt0491603,1,15
tt1040725,tt0131179,14,31
tt1040726,tt0131179,14,32
tt1040727,tt0131179,14,28
tt1040729,tt0131179,14,23
tt1040732,tt0131179,14,27
tt10408088,tt0058796,1,5479
tt10410904,tt0088512,,
tt10411136,tt0088512,,
tt1041251,tt0247082,8,2
tt1041253,tt0247082,8,1
tt10412620,tt0058796,1,5483
