person_id,name,born,died
nm0859049,"John Thomas",,
nm0000603,"Vanessa Redgrave",1937,
nm0001728,"Wallace Shawn",1943,
nm0003141,"Alan Bennett",1934,
nm0089408,"Lisa Blount",1957,2010
nm0000144,"Cary Elwes",1962,
nm0000456,"Holly Hunter",1958,
nm0001980,"Carter Burwell",1954,
nm0588998,"Michael R. Miller",,
nm0005124,"John Lasseter",1957,
nm0000987,"Jim Brown",1936,
nm0576070,"Thomas Meehan",1929,2017
nm0572622,"Nick McLean",1941,
nm0119322,"Conrad Buff IV",1948,
nm0001579,"Edward James Olmos",1947,
nm0661639,"Virginia Paris",1934,2008
nm0724706,"Nancy Richardson",,
nm0155723,"Bill Chepil",,
nm0880406,"Rick Ulfik",,
nm0818310,"David Sperling",,
nm0921380,"Dennis Werner",,
nm0001649,"Anne Ramsey",1929,1988
nm0798800,"Stu Silver",,
nm0398871,"David Wu",,
nm0399069,"Wing-Hang Wong",,
nm0569758,"Lynne McGranger",1953,
nm0060783,"Alan Bateman",1936,2012
nm0947379,"David Yelland",1947,
nm0301715,"Frank Galati",1943,
nm0412628,"Mitsuo Iwata",1967,
nm0765815,"Nozomu Sasaki",1967,
nm0960028,"Katsuhiro Ôtomo",1954,
nm0383990,"Eetu Hilkamo",1981,
nm0442454,"Aki Kaurismäki",1957,
nm1376592,"Taisto Tammi",,
nm0336960,"Spalding Gray",1941,2004
nm0001610,"Elizabeth Perkins",1960,
nm0005162,"Robert Loggia",1930,2015
nm0818576,"Anne Spielberg",1949,
nm0000985,"James L. Brooks",1940,
nm0001346,"Edward Herrmann",1943,2014
nm0679017,"Michael Peyser",,
nm0809938,"Shawnee Smith",1969,
nm0556750,"Jackie Mason",1928,
nm0000374,"Brad Dourif",1950,
nm0006250,"Joe Renzetti",1941,
nm0771512,"Michael Schiffer",,
nm0359372,"Herbie Hancock",1940,
nm0087904,"Barry W. Blaustein",1955,
nm0878638,"David Twohy",1955,
nm0005665,"Russell Carpenter",1950,
nm0296534,"Lindsay Frost",1962,
nm0873560,"Ernest Troost",1953,
nm0329876,"Barbara Gordon",,
nm0811138,"Norman Snider",1945,2019
nm0939562,"Bari Wood",,
nm0464738,"Maja Komorowska",1937,
nm0000246,"Bruce Willis",1955,
nm0001817,"Reginald VelJohnson",1952,
nm0930089,"Bernard Williams",1942,2015
nm0006047,"John Du Prez",1946,
nm0641870,"Kevin O'Morrison",1916,2016
nm0188832,"Jay Cronley",1943,2017
nm0090151,"Jeffrey Boam",1946,2000
nm0266995,"Stephanie Faracy",1952,
nm0000906,"Annette Bening",1958,
nm0772829,"Arne Schmidt",,
nm0945312,"Akemi Yamaguchi",,
nm0794002,"Yoshiko Shinohara",,
nm0468710,"Nobuo Koyama",,
nm0401848,"Richard K. Hummel",,
nm0134922,"Peter Capaldi",1958,
nm0822315,"Stanislas Syrewicz",1946,
nm0300272,"Peter Gabriel",1950,
nm0272471,"Jay Ferguson",1947,
nm0557956,"Richard Masur",1948,
nm0822539,"Lauren Stanley",,
nm0706296,"Stewart Raffill",1942,
nm0745780,"Richard Roundtree",1942,
nm0169540,"Larry Cohen",1936,2019
nm0001317,"Renny Harlin",1959,
nm0634159,"Philippe Noiret",1930,2006
nm0199774,"Isa Danieli",1937,
nm0868153,"Giuseppe Tornatore",1956,
nm0660031,"Vanna Paoli",,
nm0738603,"Giovanna Romagnoli",,
nm0780117,"George Scribner",,
nm0314788,"Vance Gerry",1929,2005
nm0001634,"CCH Pounder",1952,
nm0005739,"Bernd Heinl",1947,
nm0000212,"Meg Ryan",1961,
nm0176220,"D. Constantine Conte",1937,2015
nm0927296,"Ken Wiederhorn",1945,
nm0000261,"Karen Allen",1951,
nm0000285,"Alec Baldwin",1958,
nm0087456,"Tim Blaney",1959,
nm0425540,"Kenneth Johnson",1942,
nm0934093,"S.S. Wilson",,
nm0440248,"Roman Kartsev",1939,2018
nm0200597,"David Winters",1939,2019
nm0006183,"Mark Mancina",1957,
nm0091899,"Eric Bogosian",1953,
nm0767730,"Tad Savinar",,
nm0002668,"George 'Buck' Flower",1937,2004
nm0567771,"Gary T. McDonald",,
nm0030997,"Robert Chappell",,
nm0794174,"Hisao Shirai",,
nm0757076,"Chika Sakamoto",1959,
nm0450116,"Brian Kerwin",1949,
nm0413690,"Joe Jackson",1954,
nm0740407,"Fred Roos",1934,
nm0095104,Bono,1960,
nm0611979,"Larry Mullen Jr.",1961,
nm0931944,"Willie Williams",,
nm0001959,"Corinne Bohrer",1958,
nm0933957,"Peewee Wilson",1940,
nm0035469,"Martin Armiger",1949,
nm0006206,"William Motzing",1937,2014
nm0000439,"Neil Patrick Harris",1973,
nm0696303,"Lawrence Pressman",1939,
nm0004766,"Steven Bochco",1943,2018
nm0493584,"Kathryn Layng",1960,
nm0797725,"James Sikking",1934,
nm0502158,"Rosetta LeNoire",1911,2002
nm0931046,"Kellie Shanygne Williams",1976,
nm0566902,"Darius McCrary",1976,
nm0328759,"Howard Goodall",1958,
nm0038942,"Matthew Ashforde",,
nm0359409,"Nick Hancock",1962,
nm0530249,"Mario Lopez",1973,
nm0224616,"Dustin Diamond",1977,
nm0903397,"Lark Voorhies",1974,
nm0368172,"Dennis Haskins",1950,
nm0022303,"Ed Alonzo",,
nm0006669,"William Sadler",1950,
nm0001208,"Miguel Ferrer",1955,2017
nm0164682,"Cam Clarke",1957,
nm9763733,"Steven Dodd",,
nm0001281,"Bobcat Goldthwait",1962,
nm0741672,"Sherrie Rose",1966,
nm0278228,"Michael Finnell",,
nm0000299,"Michael Biehn",1956,
nm0091200,"David Boehm",1893,1962
nm0107288,"Frederick Hazlitt Brennan",1901,1962
nm0181820,"Brian Cosgrove",1934,
nm0935664,"Alex Winter",1965,
nm0137506,"George Carlin",1937,2008
nm0558533,"Chris Matheson",1959,
nm0130085,"Brandon Call",1976,
nm0932244,"Noble Willingham",1931,2004
nm0263760,"Greg Evigan",1953,
nm0113084,"Barry Alexander Brown",1960,
nm0368107,"Husnija Hasimovic",,
nm0307821,"Tony Garnett",1936,
nm0129445,"Todd Caldecott",1969,
nm0667330,"Tiffany Paulsen",,
nm0276238,"Freddie Fields",1923,2007
nm0000243,"Denzel Washington",1954,
nm0457016,"Lincoln Kirstein",1907,1996
nm0120837,"Peter Burchard",1921,2004
nm0789946,"Robert Gould Shaw",1837,1863
nm0251907,Eiros,,
nm0864997,"Stephen Tobolowsky",1951,
nm0798635,"Murray Silver Jr.",,
nm0052944,"Jack Baran",,
nm0364583,"Danielle Harris",1977,
nm0332081,"Ellie Cornell",1963,
nm0652860,"Dominique Othenin-Girard",1958,
nm0266170,"Lisanne Falk",,
nm0224145,"Denise Di Novi",1956,
nm0448568,"Francis Kenny",,
nm0791871,"Simon Shepherd",1956,
nm0236462,"Patrick Doyle",1953,
nm0534013,"Kenneth MacMillan",1939,
nm0200122,"William Daniels",1927,
nm0058533,"Fiapo Barth",,
nm0714526,"Ciça Reckziegel",,
nm0299134,"Jorge Furtado",1959,
nm0576974,"Cecília Meireles",1901,1964
nm0039856,"Giba Assis Brasil",1957,
nm0791395,"Sloane Shelton",1934,2015
nm0769812,"Robert Schaffel",,
nm0000241,"Jean-Claude Van Damme",1960,
nm0283500,"John Flynn",1932,2007
nm0742132,"Henry Rosenbaum",,
nm0001719,"George Segal",1934,
nm0006790,"Jonathan D. Krane",1952,2016
nm0457598,"David Kitay",1961,
nm0201942,"Peter Dasent",,
nm0084019,"Dan Bishop",,
nm0591702,"Kelly Jo Minter",1966,
nm0804345,"John Skipp",1957,
nm0817468,"Craig Spector",,
nm0360067,"Daniel P. Hanley",1955,
nm0001304,"Fred Gwynne",1926,1993
nm0339159,"Brad Greenquist",1959,
nm0748283,"Richard P. Rubinstein",1947,
nm0806003,"Peter Stein",1944,
nm0193615,"Stephen Curwick",1960,
nm0106982,"Dennis Dreith",1948,
nm0093751,"Mauro Bonanni",,
nm0345999,"Blanca Guerra",1953,
nm0830967,"Guy Stockwell",1933,2002
nm0005972,"Simon Boswell",1956,
nm0000289,"Ellen Barkin",1954,
nm0000220,"Joan Severance",1958,
nm0000228,"Kevin Spacey",1959,
nm0001683,"Roseanne Barr",1952,
nm0001373,"Linda Hunt",1945,
nm0782384,"Susan Seidelman",1952,
nm0919720,"Fay Weldon",1931,
nm0000486,"Heather Langenkamp",1964,
nm0326339,"William Goldstein",,
nm0759797,"Udo Samel",1953,
nm0374002,"Veit Heiduschka",1938,
nm0393029,"Marie Homolkova",,
nm2460952,"Richard Elliot",1960,
nm0443268,"Caren Kaye",1951,
nm0579683,"Robin Menken",1946,
nm0658169,"Christopher Palmer",1946,1995
nm0480166,"Choderlos de Laclos",1741,1803
nm0711493,"Paul Rassam",,
nm0297847,"Toshiko Fujita",1950,2018
nm0619077,"Ichirô Nagai",1931,2014
nm0031844,"Takeshi Aono",1936,2012
nm0628352,"Robert F. Newmyer",1956,2005
nm1028310,"Nicholas Boxer",,
nm0877894,"Ted Turner",1938,
nm0400616,"Geoffrey Hughes",1944,2012
nm0915991,"George Webb",1912,1998
nm0937725,"Dick Wolf",1946,
nm0000669,"Fred Dalton Thompson",1942,2015
nm0001555,"Rob Morrow",1962,
nm0179224,"Barry Corbin",1940,
nm0123261,"Darren E. Burrows",1966,
nm0311280,"Cynthia Geary",1965,
nm0862907,"Andrew Tiernan",1965,
nm0000452,"Lauren Holly",1963,
nm0628611,"Wayne Newton",1942,
nm0000154,"Mel Gibson",1956,
nm0730313,"Christopher Robbins",1946,2012
nm0750701,"Richard Rush",1929,
nm0888994,"Richard Vane",,
nm0468772,"Harley Jane Kozak",1957,
nm0834338,"Wesley Strick",1954,
nm0005086,"Kathleen Kennedy",1953,
nm0721888,"Norman Reynolds",1934,
nm0001644,"Aidan Quinn",1959,
nm0005271,"Randy Newman",1943,
nm0005679,"Allen Daviau",1942,
nm0625724,"Ruth Nelson",1905,1992
nm0489623,"Lawrence Lasker",1949,
nm0893207,"Louis Venosta",,
nm0503609,"Eric Lerner",,
nm0003418,"Rob Cohen",1949,
nm0661910,"Nick Park",1958,
nm0725725,"Dave Alex Riddett",,
nm0000504,"Amy Locane",1971,
nm0879073,"Susan Tyrrell",1945,2012
nm0409392,"Dave Insley",,
nm0000173,"Nicole Kidman",1967,
nm0236711,"Billy Drago",1945,2019
nm0635760,"Aaron Norris",1951,
nm0853122,"Russi Taylor",1944,2019
nm0194356,"Stefan Czapsky",1950,
nm0765605,"Gailard Sartain",1946,
nm0036799,"Bruce Arntson",,
nm0791289,"Kirby Shelstad",,
nm0521033,"James Lorinz",1964,
nm0728582,"Joanne Ritchie",,
nm0376963,"Frank Henenlotter",1950,
nm0146431,"Philippe Caubère",1950,
nm0637736,"Louis Nucéra",1928,2000
nm0867374,"Jérôme Tonnerre",,
nm0000582,"Joe Pesci",1943,
nm4204262,"Pantea Bahram",,
nm2270102,"Haroon Yashayayi",,
nm0544008,"Turaj Mansuri",,
nm0822582,"Richard Stanley",1966,
nm0266430,"Michael Fallon",,
nm0783280,"JoAnne Sellar",,
nm0000515,"Virginia Madsen",1961,
nm0105280,"Betsy Brantley",1955,
nm0400117,"Matthias Hues",1959,
nm0462895,"David Koepp",1963,
nm0758742,"Timo Salminen",1952,
nm0186315,"Brandon Crane",1976,
nm0026789,"Harry Anderson",1952,2018
nm0330518,"Peter Gordon",1951,
nm0003552,"Stephen Goldblatt",1945,
nm0955415,"Wenze Zhang",,
nm0271835,"Fengliang Yang",,
nm0422607,"Hu Jian",,
nm0006055,"Randy Edelman",1947,
nm0000542,"Penelope Ann Miller",1964,
nm0000401,"Laurence Fishburne",1961,
nm0034519,"Victor Argo",1934,2004
nm0925794,"Billie Whitelaw",1932,2014
nm0068552,"Tom Bell",1933,2006
nm0025823,"Dominic Anciano",1959,
nm0078109,"Roland Bertin",1930,
nm0304095,"Thierry de Ganay",,
nm0000655,"Eric Stoltz",1961,
nm0854403,"Christopher Tellefsen",,
nm0000349,"Joan Cusack",1962,
nm0027174,"McKee Anderson",1945,
nm0566130,"Paul McCollough",,
nm0896485,"Robin Vidgeon",1939,
nm0840531,"Janet Suzman",1939,
nm0280519,"Frank Fitzpatrick",,
nm0002417,"Daniel Pyne",,
nm0130492,"John Calley",1930,2011
nm0000418,"Danny Glover",1946,
nm0001642,"Randy Quaid",1950,
nm0279971,"Jeffrey Alan Fiskin",,
nm0532478,"Mario Machado",1935,2013
nm0004957,"Leeza Gibbons",1957,
nm0591160,"Michael Miner",,
nm0443599,"Howard G. Kazanjian",1942,
nm0757098,"Ryuichi Sakamoto",1952,
nm0783333,"Arlene Sellers",1921,2004
nm0141617,"Finn Carter",1960,
nm0343447,"Michael Gross",1947,
nm0317510,"Barry Gifford",1946,
nm0326512,"Steve Golin",1955,2019
nm0001617,"Lou Diamond Phillips",1962,
nm0584194,"Ralph Michael",1907,1994
nm0791030,"Jana Shelden",1945,
nm0001370,"Finola Hughes",1959,
nm0005129,"Joey Lawrence",1976,
nm0832989,"Michael Stoyanov",1966,
nm0400464,"Barnard Hughes",1915,2006
nm0667326,"Rob Paulsen",1956,
nm0569598,"Terence McGovern",1942,
nm0500246,"Katie Leigh",1958,
nm0144657,"Dan Castellaneta",1957,
nm0932224,"Jason Willinger",,
nm0871209,"Allan Trautman",1955,
nm0487010,"Bruce Lanoil",1960,
nm0478345,"Becca Lish",1959,
nm0497339,"Greg Lee",1962,
nm0861027,"John Thomson",1969,
nm0256960,"Harry Enfield",1961,
nm0322064,"Phillip Glasser",1978,
nm0000287,"William Baldwin",1963,
nm0927074,"Gregory Widen",1958,
nm0219099,"Marianne Denicourt",1966,
nm0729626,"Jacques Rivette",1928,2016
nm0000363,"Loren Dean",1969,
nm0002142,"Sandrine Holt",1972,
nm0600972,"Brian Moore",1921,1999
nm0589738,"Sue Milliken",1940,
nm0717008,"Stéphane Reichel",,
nm0531792,"John D. MacDonald",1916,1986
nm0591703,"Kristin Minter",1965,
nm0184102,"Joseph Cousins",1983,
nm0926510,"Paul Whitthorne",1970,
nm0528104,"Joseph Lyle",,
nm0469759,"Doug Kraner",,2016
nm0001488,"Kelly Lynch",1959,
nm0315288,"John Getz",1946,
nm0742708,"Harvey Rosenstock",,
nm0372078,"Saifei He",1964,
nm0955600,"Ni Zhen",,
nm0158393,"Fu-Sheng Chiu",,
nm0846190,"Naoki Tachikawa",,
nm0714817,"Damon Redfern",,
nm0236553,"Wendy Dozoretz",,
nm0169549,"Lawrence J. Cohen",1935,2017
nm0001393,"Irène Jacob",1966,
nm0277759,"Anthony Fingleton",,
nm0916986,"Paul Webster",1952,
nm0039958,"Shay Astar",1981,
nm0001885,"Lars von Trier",1956,
nm0001737,"Martin Short",1950,
nm0062071,"Carol Baum",,
nm0006189,"Brian May",1934,1997
nm0003080,"Rachel Talalay",1958,
nm0006894,"Michael De Luca",1965,
nm0000838,"Daniel Baldwin",1960,
nm0378129,"Jere Henshaw",1930,1993
nm0001439,"Anthony LaPaglia",1959,
nm0000210,"Julia Roberts",1967,
nm0148437,"Vincenzo Cerami",1940,2013
nm0005966,"Terence Blanchard",1962,
nm0689498,"Samuel D. Pollard",,
nm0342425,"Annie Grindlay",,
nm0830588,"Elena Wohl",1963,
nm0734466,"Franc Roddam",1946,
nm0001290,"Richard E. Grant",1957,
nm0413875,"Mick Jackson",1943,
nm0002123,"Adam Hann-Byrd",1982,
nm0496778,"Alex Lee",,
nm0005881,"Mike Southon",,
nm0505867,"Ken Levine",1950,
nm0001143,"Kevin Dillon",1965,
nm0000160,"Ethan Hawke",1970,
nm0096115,"Bill Borden",,
nm0108629,"Wendy Greene Bricmont",,
nm0000346,"Macaulay Culkin",1980,
nm0724927,"William Richert",1942,
nm0821247,"Bill Stafford",1938,
nm0778804,"Alan Randolph Scott",,
nm0002109,"Faye Grant",1957,
nm0599624,"Jorge Montesi",1949,
nm0393365,"Yoko Honna",1979,
nm0645470,"Hotaru Okamoto",,
nm0536249,"Claude Magnier",1920,1983
nm0611848,"Jim Mulholland",,
nm0069798,"Leslie Belzberg",,
nm0396684,"Lynda House",1949,
nm0569845,"Martin McGrath",1956,
nm0642890,"Stanley O'Toole",1939,2004
nm0050421,"Lori Ball",,
nm0825733,"David J. Steinberg",,
nm0001096,"Timothy Dalton",1946,
nm0213100,"William Dear",1944,
nm0004569,"Sanjay Dutt",1959,
nm0006795,"Salman Khan",1965,
nm0812252,"Ekta Sohini",,
nm0195934,"Lawrence D'Souza",,
nm0846480,"Cary-Hiroyuki Tagawa",1950,
nm0000119,"Tia Carrere",1967,
nm0105585,"Caliope Brattlestreet",1944,
nm0000920,"Patrick Bergin",1951,
nm0206175,"Kim Dawson",,
nm0150858,"David Chan",,
nm0000514,"Michael Madsen",1957,
nm0889159,"Laurette Vankeerberghen",,
nm0158666,"Carolyn Choa",,
nm0178340,"Robert Cooper",1950,
nm0006224,"Barrington Pheloung",1954,2019
nm0003889,"John Stothart",,
nm0527322,"Branko Lustig",1932,
nm0006099,"Richard Gibbs",1955,
nm0001472,"Jet Li",1963,
nm0156484,"Jacky Cheung",1961,
nm0849283,"Elsa Tang",,
nm0305272,"JoAnna Garcia Swisher",1979,
nm0628268,"Sid Newman",1920,2001
nm0788009,"Garry Shandling",1949,2016
nm0001787,"Jeffrey Tambor",1944,
nm0001800,"Rip Torn",1931,2019
nm0425982,"Penny Johnson Jerald",1961,
nm0234720,"Linda Doucett",1958,
nm0001663,"Paul Reiser",1957,
nm0364576,"Cynthia Harris",1934,
nm0500359,"Laura Leighton",1968,
nm0005424,"Grant Show",1962,
nm0905935,"Jack Wagner",1959,
nm0256025,"Edward Emanuel",,
nm0568421,"Brian McElroy",1981,
nm0437391,"Mary Kane",,
nm0001169,"George Dzundza",1945,
nm0000675,"Jeanne Tripplehorn",1963,
nm0427894,"Dean Jones",1931,2015
nm0005497,"Nicholle Tom",1978,
nm0505152,"Brian Levant",1952,
nm0427468,"Amy Holden Jones",,
nm0764450,"Jorge Sanz",1969,
nm0004851,"Penélope Cruz",1974,
nm0874096,"Fernando Trueba",1955,
nm0006051,"Antoine Duhamel",1925,2014
nm0003900,"José Luis Alcaine",1938,
nm0074141,"Christian Berger",1945,
nm0614950,"Forrest Murray",,
nm0529648,"Jean Lépine",1948,
nm0399738,"Warrington Hudlin",1952,
nm0660561,"Nelly Pappaert",,
nm0069715,"Rémy Belvaux",1966,2006
nm0155701,"Jean-Marc Chenut",,
nm0645401,"Daryn Okada",1960,
nm0801148,"Paige Simpson",,
nm0006229,"Nicholas Pike",1955,
nm0285302,"Bryan Forbes",1926,2013
nm0410609,"Margarita Isabel",1943,2017
nm0622838,"Bertha Navarro",,
nm0165534,"Jim Clay",1948,
nm0659013,"Kant Pan",,
nm0446702,"Moira Kelly",1968,
nm0006904,"Tony Gilroy",1956,
nm0614420,"Karen Murphy",,
nm0039734,"René Assa",1944,2002
nm0063785,"Henry Bean",1945,
nm0005336,"Sheryl Lee Ralph",1956,
nm0000409,"Brendan Fraser",1968,
nm0911725,"Megan Ward",1969,
nm0562645,"Les Mayfield",,
nm0004043,"George Zaloom",,
nm0949479,"Diana Young",,
nm0950153,"Wayne Young",,
nm0587429,"Djordje Milicevic",1942,
nm0696895,"Frank Price",1930,
nm0459170,"Randal Kleiser",1946,
nm0329340,"Garry Goodrow",1933,2014
nm0254673,"William A. Elliott",,
nm0539794,"Barry Malkin",1938,2019
nm0001594,"Anne Parillaud",1960,
nm0698998,"David Proval",1942,
nm0723676,"Lee Rich",1918,2012
nm0000706,"Michelle Yeoh",1962,
nm0530853,"Fibe Ma",,
nm0151162,"Willie Chan",1941,2017
nm0415829,"Girish Jain",,
nm0474774,"Akshay Kumar",1967,
nm1031548,Naeem-Ejaz,,
nm0242897,"Philip Dunne",1908,1992
nm0502577,"Brett Leonard",1959,
nm0000357,"Lolita Davidovich",1961,
nm0000553,"Liam Neeson",1952,
nm0148489,"Janus Cercone",,
nm0681802,"David V. Picker",1931,2019
nm0297806,"Yutaka Fujioka",1927,1996
nm0403774,"William T. Hurtz",1919,2000
nm0004306,"George Miller",1945,
nm0195451,"Marcus D'Arcy",,
nm0172021,"Maxime Collin",1979,
nm0719729,"Ginette Reno",1946,
nm0796449,"Gilbert Sicotte",1948,
nm0347453,"Julien Guiomar",1928,2010
nm0491682,"Jean-Claude Lauzon",1953,1997
nm0200258,"Aimée Danis",,
nm0480972,"Lyse Lafontaine",,
nm0033504,"Michel Arcand",1949,
nm0351042,"Consuelo Gómez",,
nm0001675,"Robert Rodriguez",1968,
nm0349259,"Eric Guthrie",,
nm0427068,"Dusan Joksimovic",1963,
nm0000288,"Christian Bale",1974,
nm0879318,"Bob Tzudiker",,
nm0002370,"J.A.C. Redford",1953,
nm0438320,"Marty Kaplan",,
nm0000293,"Sean Bean",1959,
nm0829329,"Donald E. Stewart",1930,1999
nm0010781,"Brandon Quintin Adams",1979,
nm0486277,"A.J. Langer",1974,
nm0078804,"Stuart M. Besser",,
nm0005876,"Sandi Sissel",1949,
nm0000090,"Armin Mueller-Stahl",1930,
nm0000151,"Morgan Freeman",1937,
nm0473447,"Nomadlozi Kubheka",,
nm0827973,"Frances Sternhagen",1930,
nm0000959,"Powers Boothe",1948,2017
nm0514546,"Dwight H. Little",1956,
nm0568416,"Alan B. McElroy",,
nm0002366,"Christopher Young",1957,
nm0571537,"Jacqueline McKenzie",1967,
nm0697821,"Ian Pringle",,
nm0770104,"Daniel Scharf",,
nm0000563,"Chris O'Donnell",1970,
nm0456194,"Michael Kirby",1925,2002
nm0001773,"David Ogden Stiers",1942,2018
nm0000481,"Alice Krige",1954,
nm0371579,"Jim Haynie",1940,
nm0421084,"Jim Jennewein",,
nm0797001,"Richard Siegel",,
nm0732708,"James G. Robinson",,
nm0394924,"Trevor Horn",1949,
nm0362643,"George Hardy",1954,
nm0005715,"Ronald Víctor García",,
nm0767110,"Claude Sautet",1924,2000
nm0441205,"John Katchmer",,
nm0171474,"Lewis Colick",1951,
nm0005856,"Theo van de Sande",1947,
nm0000196,"Mike Myers",1963,
nm0786732,"Paul Seydor",1947,
nm0712896,"Kimberly Ray",,
nm0579977,"Peter Menzies Jr.",,
nm0000168,"Samuel L. Jackson",1948,
nm0002044,"Roger Donaldson",1945,
nm0641383,"Patrick O'Hearn",1954,
nm0628838,"See-Yuen Ng",1944,
nm2483313,Comet,,
nm0005393,"Kelly Rutherford",1968,
nm0749161,"Tom Ruegger",1954,
nm0005399,"Ben Savage",1980,
nm0295115,"Will Friedle",1976,
nm0886749,"Shane Van Dyke",1979,
nm0355485,"Delores Hall",,
nm0005277,"Conan O'Brien",1963,
nm0742314,"Richie 'La Bamba' Rosenberg",,
nm0900375,"Jimmy Vivino",1955,
nm0671667,"Mark 'Love Man' Pender",,
nm0001468,"David Letterman",1947,
nm0787238,"Paul Shaffer",1949,
nm0376345,"Biff Henderson",1946,
nm0301301,"Barbara Gaines",1957,
nm0796950,"Jerry Siegel",1914,1996
nm0923529,"Justin Whalin",1974,
nm0005057,"Amy Jo Johnson",1970,
nm0395777,"Richard Steven Horvitz",1966,
nm0641898,"Ed Neil",,
nm0276126,"David J. Fielding",1963,
nm0775390,"Paul Schrier",1970,
nm0005206,"James McDaniel",1958,
nm0586965,"David Milch",1945,
nm0001126,"Kim Delaney",1961,
nm0000395,"Terry Farrell",1963,
nm0796502,"Alexander Siddig",1965,
nm0000183,"Traci Lords",1968,
nm0101385,"Rob Bowman",1960,
nm0568544,"Stephen McEveety",1954,
nm0708873,"Bruce Ramsay",1966,
nm0635876,"Patricia Norris",1931,2015
nm0296861,"E. Max Frye",1956,
nm0089676,"Len Blum",1951,
nm0000792,"Tom Arnold",1959,
nm0914607,"Earl Watson",1948,2012
nm0001674,"Chris Rock",1965,
nm0195970,"Deezer D",1965,
nm0254402,"Chris Elliott",1960,
nm0163775,"Christie Clark",1973,
nm0822457,"David G. Stanley",,
nm0748075,"Jennifer Rubin",1962,
nm0495229,"Michael Learned",1939,
nm0451689,"Edward Khmara",,
nm0591413,"Ben Mink",1951,
nm0000966,"Lorraine Bracco",1954,
nm0730478,"Tom Robbins",1932,
nm0485807,"k.d. lang",1961,
nm0000618,"Isabella Rossellini",1952,
nm0918463,"Paula Weinstein",1945,
nm0509409,"Robert Lieberman",,
nm0001358,"Hal Holbrook",1925,
nm0796196,"Josephine Siao",1947,
nm0398904,"Sibelle Hu",1958,
nm0150977,"Kin Chung Chan",,
nm0005929,"Oliver Wood",,
nm0787033,"Michael Shaara",1929,1988
nm0002201,"John Debney",1956,
nm0001562,"Kathy Najimy",1957,
nm0353187,"Steven Haft",,
nm0418011,"Janus Billeskov Jansen",1951,
nm0000806,"Bille August",1948,
nm0021196,"Isabel Allende",1942,
nm0675608,"Jörgen Persson",1936,
nm0546057,"Adam Marcus",1968,
nm0520893,"Dean Lorey",1967,
nm0192342,"Jere Cunningham",1943,2018
nm0036714,"David Arnott",1976,
nm0743919,"William Ross",1948,
nm0441814,"Omri Katz",1976,
nm0727789,"Lisa Rinzler",,
nm0877928,"Tyrin Turner",1972,
nm0005478,"Larenz Tate",1975,
nm0453550,"June Kyoto Lu",,
nm0400436,"Albert Hughes",1972,
nm0779011,"Darin Scott",,
nm0925966,"Bradley Whitford",1959,
nm0416824,"Peter James",1947,
nm0001484,"Jon Lovitz",1957,
nm0000275,"Rosanna Arquette",1959,
nm0570947,"Craig McKay",,
nm0453248,"Buzz Kilman",1944,
nm0204030,"William Davies",,
nm0566382,"Kent McCord",1942,
nm0235243,"Sarah Douglas",1952,
nm0164918,"Melinda Clarke",1969,
nm0325151,"Barry Goldberg",,
nm0715953,"Roger Rees",1944,2015
nm0642672,"Michael D. O'Shea",,
nm0189777,"Patrick Crowley",,
nm0000276,"Sean Astin",1971,
nm0686233,"Angelo Pizzo",,
nm0294975,"Robert N. Fried",,
nm0940531,"Cary Woods",,
nm0392000,"Peter Honess",1946,
nm0005212,"Ian McKellen",1939,
nm0236486,"Roddy Doyle",1958,
nm0289219,"Robbie Fox",,
nm0809031,"Lane Smith",1936,2005
nm0573185,"Susan McMartin",,
nm0318795,"Stuart Gillard",1950,
nm0005387,"Joe Roth",1948,
nm0001717,"Kyle Secor",1957,
nm0058829,"Helen Buck Bartlett",1959,
nm0957798,"Ralph Zondag",,
nm0373282,"Peter Hedges",1962,
nm2384180,"Jonathan Trueman",,
nm0004815,"Christine Cavanaugh",1963,2014
nm0248322,"David Eccles",1965,
nm0190780,"Gabor Csupo",1952,
nm0002126,"Dorian Harewood",1950,
nm0527518,"Erica Luttrell",1982,
nm2057748,"Joanna Cole",1944,
nm0102380,"Lisa Jai",,
nm0616910,"Peter Mygind",1963,
nm0683587,"Søren Pilmark",1955,
nm0832531,"Adam Storke",1962,
nm0881817,"Gabriel Cosmin Urdes",,
nm0586632,"Lukas Miko",1971,
nm0077062,"Jack Bernstein",,
nm0106866,"Brian J. Breheny",,
nm0000114,"Steve Buscemi",1957,
nm0121117,"Mark Burg",,
nm0800465,"Robert Simonds",1964,
nm0002843,"Steve Rosenzweig",,
nm0001325,"Hal Hartley",1959,
nm0852563,"Jeffrey Taylor",,
nm0004330,"David Rawlins",,
nm0839438,"Mark Suozzo",1953,
nm0001086,"Alan Cumming",1965,
nm0786564,"Anna Sewell",1820,1878
nm0139655,"Colby Carr",,
nm0062332,"Craig Baumgarten",1949,
nm0005875,"Newton Thomas Sigel",1955,
nm0492441,"Christopher Lawford",1955,2018
nm0778642,"Peter Scolari",1955,
nm0001629,"Kevin Pollak",1957,
nm0738433,"Henry Rollins",1961,
nm0609215,"Josh Mostel",1946,
nm0726472,"Adam Rifkin",1966,
nm0255891,"Cassian Elwes",1959,
nm0943829,"Brad Wyman",,
nm0427431,"Alan Jones",,
nm0003870,"Marilyn Ghigliotti",1961,
nm0943237,"Robert Wuhl",1951,
